,year,raw_date,date,weekday,week_month,moving_annual,average_price,price_bucket_conv,price_bucket_org,total_volume,var_4046,var_4225,var_4770,total_bags,small_bags,large_bags,xlarge_bags,type,region,city_region,city_plot,city_label,macroreg_flag,number_of_stores
12,2015,2015-10-04,2015-10-04,6,1,MAT1,1.31,bucket5,,61007.1,2268.32,49880.67,101.36,8756.75,8379.98,376.77,0.0,conventional,Albany,Albany,Albany,Albany,False,
13,2015,2015-09-27,2015-09-27,6,4,MAT1,0.99,bucket2,,106803.39,1204.88,99409.21,154.84,6034.46,5888.87,145.59,0.0,conventional,Albany,Albany,Albany,Albany,False,
14,2015,2015-09-20,2015-09-20,6,3,MAT1,1.33,bucket5,,69759.01,1028.03,59313.12,150.5,9267.36,8489.1,778.26,0.0,conventional,Albany,Albany,Albany,Albany,False,
15,2015,2015-09-13,2015-09-13,6,2,MAT1,1.28,bucket5,,76111.27,985.73,65696.86,142.0,9286.68,8665.19,621.49,0.0,conventional,Albany,Albany,Albany,Albany,False,
16,2015,2015-09-06,2015-09-06,6,1,MAT1,1.11,bucket3,,99172.96,879.45,90062.62,240.79,7990.1,7762.87,227.23,0.0,conventional,Albany,Albany,Albany,Albany,False,
17,2015,2015-08-30,2015-08-30,6,5,MAT1,1.07,bucket3,,105693.84,689.01,94362.67,335.43,10306.73,10218.93,87.8,0.0,conventional,Albany,Albany,Albany,Albany,False,
18,2015,2015-08-23,2015-08-23,6,4,MAT1,1.34,bucket5,,79992.09,733.16,67933.79,444.78,10880.36,10745.79,134.57,0.0,conventional,Albany,Albany,Albany,Albany,False,
19,2015,2015-08-16,2015-08-16,6,3,MAT1,1.33,bucket5,,80043.78,539.65,68666.01,394.9,10443.22,10297.68,145.54,0.0,conventional,Albany,Albany,Albany,Albany,False,
20,2015,2015-08-09,2015-08-09,6,2,MAT1,1.12,bucket3,,111140.93,584.63,100961.46,368.95,9225.89,9116.34,109.55,0.0,conventional,Albany,Albany,Albany,Albany,False,
21,2015,2015-08-02,2015-08-02,6,1,MAT1,1.45,bucket6,,75133.1,509.94,62035.06,741.08,11847.02,11768.52,78.5,0.0,conventional,Albany,Albany,Albany,Albany,False,
22,2015,2015-07-26,2015-07-26,6,4,MAT1,1.11,bucket3,,106757.1,648.75,91949.05,966.61,13192.69,13061.53,131.16,0.0,conventional,Albany,Albany,Albany,Albany,False,
23,2015,2015-07-19,2015-07-19,6,3,MAT1,1.26,bucket4,,96617.0,1042.1,82049.4,2238.02,11287.48,11103.49,183.99,0.0,conventional,Albany,Albany,Albany,Albany,False,
24,2015,2015-07-12,2015-07-12,6,2,MAT1,1.05,bucket2,,124055.31,672.25,94693.52,4257.64,24431.9,24290.08,108.49,33.33,conventional,Albany,Albany,Albany,Albany,False,
25,2015,2015-07-05,2015-07-05,6,1,MAT1,1.35,bucket5,,109252.12,869.45,72600.55,5883.16,29898.96,29663.19,235.77,0.0,conventional,Albany,Albany,Albany,Albany,False,
26,2015,2015-06-28,2015-06-28,6,4,MAT1,1.37,bucket6,,89534.81,664.23,57545.79,4662.71,26662.08,26311.76,350.32,0.0,conventional,Albany,Albany,Albany,Albany,False,
27,2015,2015-06-21,2015-06-21,6,3,MAT1,1.27,bucket5,,104849.39,804.01,76688.55,5481.18,21875.65,21662.0,213.65,0.0,conventional,Albany,Albany,Albany,Albany,False,
28,2015,2015-06-14,2015-06-14,6,2,MAT1,1.32,bucket5,,89631.3,850.58,55400.94,4377.19,29002.59,28343.14,659.45,0.0,conventional,Albany,Albany,Albany,Albany,False,
29,2015,2015-06-07,2015-06-07,6,1,MAT1,1.07,bucket3,,122743.06,656.71,99220.82,90.32,22775.21,22314.99,460.22,0.0,conventional,Albany,Albany,Albany,Albany,False,
30,2015,2015-05-31,2015-05-31,6,5,MAT1,1.23,bucket4,,95123.62,922.37,70469.69,50.55,23681.01,23222.49,458.52,0.0,conventional,Albany,Albany,Albany,Albany,False,
31,2015,2015-05-24,2015-05-24,6,4,MAT1,1.19,bucket4,,101470.91,680.27,71376.81,58.7,29355.13,28761.81,593.32,0.0,conventional,Albany,Albany,Albany,Albany,False,
32,2015,2015-05-17,2015-05-17,6,3,MAT1,1.43,bucket6,,109857.47,1150.55,81955.16,94.32,26657.44,26285.43,372.01,0.0,conventional,Albany,Albany,Albany,Albany,False,
33,2015,2015-05-10,2015-05-10,6,2,MAT1,1.26,bucket4,,120427.91,1420.43,102000.52,185.66,16821.3,16535.55,285.75,0.0,conventional,Albany,Albany,Albany,Albany,False,
34,2015,2015-05-03,2015-05-03,6,1,MAT1,1.2,bucket4,,59197.67,919.87,45490.05,217.24,12570.51,12201.95,368.56,0.0,conventional,Albany,Albany,Albany,Albany,False,
35,2015,2015-04-26,2015-04-26,6,4,MAT1,1.22,bucket4,,49585.46,875.65,35841.75,89.62,12778.44,12076.83,701.61,0.0,conventional,Albany,Albany,Albany,Albany,False,
36,2015,2015-04-19,2015-04-19,6,3,MAT1,1.19,bucket4,,49064.73,774.15,33941.51,47.15,14301.92,13602.97,698.95,0.0,conventional,Albany,Albany,Albany,Albany,False,
37,2015,2015-04-12,2015-04-12,6,2,MAT1,1.13,bucket3,,48364.29,864.27,30374.15,21.5,17104.37,16438.49,665.88,0.0,conventional,Albany,Albany,Albany,Albany,False,
38,2015,2015-04-05,2015-04-05,6,1,MAT1,1.16,bucket3,,47362.13,961.77,35577.66,93.76,10728.94,9869.16,755.61,104.17,conventional,Albany,Albany,Albany,Albany,False,
39,2015,2015-03-29,2015-03-29,6,5,OUT,1.02,bucket2,,67799.08,1402.28,58623.22,89.5,7684.08,7208.49,475.59,0.0,conventional,Albany,Albany,Albany,Albany,False,
40,2015,2015-03-22,2015-03-22,6,4,OUT,1.12,bucket3,,46346.85,2141.83,34313.56,141.8,9749.66,9252.6,497.06,0.0,conventional,Albany,Albany,Albany,Albany,False,
41,2015,2015-03-15,2015-03-15,6,3,OUT,1.11,bucket3,,43045.79,2128.26,30447.17,99.67,10370.69,9989.59,381.1,0.0,conventional,Albany,Albany,Albany,Albany,False,
42,2015,2015-03-08,2015-03-08,6,2,OUT,1.07,bucket3,,40507.36,795.68,30370.64,159.05,9181.99,8827.55,354.44,0.0,conventional,Albany,Albany,Albany,Albany,False,
43,2015,2015-03-01,2015-03-01,6,1,OUT,0.99,bucket2,,55595.74,629.46,45633.34,181.49,9151.45,8986.06,165.39,0.0,conventional,Albany,Albany,Albany,Albany,False,
44,2015,2015-02-22,2015-02-22,6,4,OUT,1.07,bucket3,,45675.05,1088.38,35056.13,151.0,9379.54,9000.16,379.38,0.0,conventional,Albany,Albany,Albany,Albany,False,
45,2015,2015-02-15,2015-02-15,6,3,OUT,1.06,bucket2,,41567.62,986.66,30045.51,222.42,10313.03,9979.87,333.16,0.0,conventional,Albany,Albany,Albany,Albany,False,
46,2015,2015-02-08,2015-02-08,6,2,OUT,0.99,bucket2,,51253.97,1357.37,39111.81,163.25,10621.54,10113.1,508.44,0.0,conventional,Albany,Albany,Albany,Albany,False,
47,2015,2015-02-01,2015-02-01,6,1,OUT,0.99,bucket2,,70873.6,1353.9,60017.2,179.32,9323.18,9170.82,152.36,0.0,conventional,Albany,Albany,Albany,Albany,False,
48,2015,2015-01-25,2015-01-25,6,4,OUT,1.06,bucket2,,45147.5,941.38,33196.16,164.14,10845.82,10103.35,742.47,0.0,conventional,Albany,Albany,Albany,Albany,False,
49,2015,2015-01-18,2015-01-18,6,3,OUT,1.17,bucket4,,44511.28,914.14,31540.32,135.77,11921.05,11651.09,269.96,0.0,conventional,Albany,Albany,Albany,Albany,False,
50,2015,2015-01-11,2015-01-11,6,2,OUT,1.24,bucket4,,41195.08,1002.85,31640.34,127.12,8424.77,8036.04,388.73,0.0,conventional,Albany,Albany,Albany,Albany,False,
51,2015,2015-01-04,2015-01-04,6,1,OUT,1.22,bucket4,,40873.28,2819.5,28287.42,49.9,9716.46,9186.93,529.53,0.0,conventional,Albany,Albany,Albany,Albany,False,
52,2015,2015-12-27,2015-12-27,6,4,MAT1,0.99,bucket2,,386100.49,292097.36,27350.92,297.9,66354.31,48605.95,17748.36,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
53,2015,2015-12-20,2015-12-20,6,3,MAT1,1.08,bucket3,,331377.53,251774.15,20702.45,103.06,58797.87,46930.26,11867.61,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
54,2015,2015-12-13,2015-12-13,6,2,MAT1,0.96,bucket1,,417772.47,324932.28,31019.08,275.8,61545.31,38903.57,22628.21,13.53,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
55,2015,2015-12-06,2015-12-06,6,1,MAT1,1.07,bucket3,,357636.82,283024.01,23740.85,181.92,50690.04,37032.67,13654.66,2.71,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
56,2015,2015-11-29,2015-11-29,6,5,MAT1,0.99,bucket2,,333280.79,250288.65,28889.63,307.83,53794.68,33031.72,20738.55,24.41,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
57,2015,2015-11-22,2015-11-22,6,4,MAT1,1.0,bucket2,,356414.57,269799.03,29732.3,501.16,56382.08,36992.3,19389.78,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
58,2015,2015-11-15,2015-11-15,6,3,MAT1,1.13,bucket3,,339860.68,263915.78,28442.45,455.97,47046.48,33656.42,13390.06,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
59,2015,2015-11-08,2015-11-08,6,2,MAT1,1.12,bucket3,,334041.6,250441.38,34483.33,488.24,48628.65,35662.93,12941.12,24.6,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
60,2015,2015-11-01,2015-11-01,6,1,MAT1,0.99,bucket2,,419088.74,290457.5,62980.07,252.79,65398.38,39460.77,25929.39,8.22,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
61,2015,2015-10-25,2015-10-25,6,4,MAT1,1.09,bucket3,,358478.08,236814.29,64607.97,304.36,56751.46,31826.88,24924.58,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
62,2015,2015-10-18,2015-10-18,6,3,MAT1,1.09,bucket3,,349072.48,228710.28,59731.79,291.22,60339.19,36884.35,23454.84,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
63,2015,2015-10-11,2015-10-11,6,2,MAT1,0.95,bucket1,,433874.46,255933.32,91047.32,599.71,86294.11,41159.96,45134.15,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
64,2015,2015-10-04,2015-10-04,6,1,MAT1,0.96,bucket1,,418682.26,265797.09,92780.33,644.43,59460.41,14875.64,44584.77,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
65,2015,2015-09-27,2015-09-27,6,4,MAT1,1.07,bucket3,,370321.17,262107.44,61870.63,680.8,45662.3,20533.87,25125.65,2.78,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
66,2015,2015-09-20,2015-09-20,6,3,MAT1,0.93,bucket1,,516432.6,346118.51,82762.72,1349.41,86201.96,33698.43,52442.25,61.28,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
67,2015,2015-09-13,2015-09-13,6,2,MAT1,1.07,bucket3,,417232.18,278048.26,62485.97,714.93,75983.02,46290.32,29678.76,13.94,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
68,2015,2015-09-06,2015-09-06,6,1,MAT1,0.97,bucket2,,472136.53,303113.24,73675.85,911.25,94436.19,49833.55,44549.67,52.97,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
69,2015,2015-08-30,2015-08-30,6,5,MAT1,1.15,bucket3,,382972.72,275818.27,44839.12,1034.09,61281.24,47138.07,14112.5,30.67,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
70,2015,2015-08-23,2015-08-23,6,4,MAT1,1.12,bucket3,,379054.29,274462.42,46223.69,950.09,57418.09,45534.11,11883.98,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
71,2015,2015-08-16,2015-08-16,6,3,MAT1,1.09,bucket3,,465213.81,362579.51,41992.44,1424.96,59216.9,45068.25,14148.65,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
72,2015,2015-08-09,2015-08-09,6,2,MAT1,1.01,bucket2,,503791.72,385027.71,47040.07,4251.74,67472.2,45820.45,21568.48,83.27,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
73,2015,2015-08-02,2015-08-02,6,1,MAT1,1.15,bucket3,,405898.44,306587.86,41906.78,3515.48,53888.32,42126.47,11720.3,41.55,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
74,2015,2015-07-26,2015-07-26,6,4,MAT1,1.08,bucket3,,437377.75,335372.02,44087.07,708.0,57210.66,45114.22,12096.44,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
75,2015,2015-07-19,2015-07-19,6,3,MAT1,0.97,bucket2,,557212.99,446100.17,47838.42,1982.03,61292.37,45099.87,16192.5,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
76,2015,2015-07-12,2015-07-12,6,2,MAT1,1.14,bucket3,,407204.88,310080.33,37953.24,867.46,58303.85,46023.59,12280.26,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
77,2015,2015-07-05,2015-07-05,6,1,MAT1,1.01,bucket2,,562462.33,436377.91,54675.38,848.55,70560.49,50684.74,19851.0,24.75,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
78,2015,2015-06-28,2015-06-28,6,4,MAT1,1.13,bucket3,,435210.71,331353.43,37698.53,816.56,65342.19,52099.76,13108.03,134.4,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
79,2015,2015-06-21,2015-06-21,6,3,MAT1,0.99,bucket2,,554763.76,449311.47,30231.78,678.4,74542.11,55484.76,19010.81,46.54,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
80,2015,2015-06-14,2015-06-14,6,2,MAT1,1.1,bucket3,,465804.78,386370.5,17701.12,471.72,61261.44,48612.13,12578.28,71.03,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
81,2015,2015-06-07,2015-06-07,6,1,MAT1,0.99,bucket2,,551009.05,455565.92,22414.17,738.68,72290.28,50954.84,21329.99,5.45,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
82,2015,2015-05-31,2015-05-31,6,5,MAT1,1.1,bucket3,,454702.0,382900.99,19543.18,522.81,51735.02,40505.16,11199.95,29.91,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
83,2015,2015-05-24,2015-05-24,6,4,MAT1,0.96,bucket1,,623212.04,538126.94,27284.43,1260.8,56539.87,33867.0,22651.15,21.72,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
84,2015,2015-05-17,2015-05-17,6,3,MAT1,1.11,bucket3,,451250.7,386400.89,18618.84,838.68,45392.29,33710.2,11682.09,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
85,2015,2015-05-10,2015-05-10,6,2,MAT1,1.1,bucket3,,480071.18,413452.96,18860.63,1089.33,46668.26,34108.44,12559.82,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
86,2015,2015-05-03,2015-05-03,6,1,MAT1,1.0,bucket2,,634213.1,538403.48,28568.26,1059.73,66181.63,32520.82,33660.81,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
87,2015,2015-04-26,2015-04-26,6,4,MAT1,1.12,bucket3,,448596.76,387676.81,18366.33,1041.78,41511.84,31315.29,10196.55,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
88,2015,2015-04-19,2015-04-19,6,3,MAT1,1.12,bucket3,,430966.34,368709.65,18040.85,873.24,43342.6,29661.72,13680.88,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
89,2015,2015-04-12,2015-04-12,6,2,MAT1,0.99,bucket2,,451101.89,377578.48,22419.95,219.14,50884.32,25833.07,25051.25,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
90,2015,2015-04-05,2015-04-05,6,1,MAT1,1.04,bucket2,,383139.49,318473.47,19254.39,374.51,45037.12,28612.48,16289.92,134.72,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
91,2015,2015-03-29,2015-03-29,6,5,OUT,1.11,bucket3,,365722.14,305028.89,16651.99,261.01,43780.25,29313.92,14466.33,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
92,2015,2015-03-22,2015-03-22,6,4,OUT,1.0,bucket2,,479590.62,393591.03,23419.6,304.89,62275.1,40495.12,21766.54,13.44,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
93,2015,2015-03-15,2015-03-15,6,3,OUT,1.12,bucket3,,399566.22,336172.08,16508.21,310.7,46575.23,34911.7,11625.94,37.59,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
94,2015,2015-03-08,2015-03-08,6,2,OUT,1.1,bucket3,,420826.32,361559.22,15788.71,236.97,43241.42,33847.33,9394.09,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
95,2015,2015-03-01,2015-03-01,6,1,OUT,0.99,bucket2,,512532.44,441544.0,21183.7,347.78,49456.96,32180.9,17273.38,2.68,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
96,2015,2015-02-22,2015-02-22,6,4,OUT,1.1,bucket3,,431308.56,369316.29,18324.76,237.47,43430.04,33423.74,10006.3,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
97,2015,2015-02-15,2015-02-15,6,3,OUT,1.06,bucket2,,427391.28,364446.77,17420.41,638.18,44885.92,26727.66,18158.26,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
98,2015,2015-02-08,2015-02-08,6,2,OUT,1.03,bucket2,,433883.91,377256.38,17162.5,524.85,38940.18,18044.41,20895.77,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
99,2015,2015-02-01,2015-02-01,6,1,OUT,0.96,bucket1,,636771.37,553198.56,31583.38,294.94,51694.49,10553.73,41140.76,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
100,2015,2015-01-25,2015-01-25,6,4,OUT,1.1,bucket3,,449332.85,393408.17,18718.27,594.25,36612.16,13176.39,23435.77,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
101,2015,2015-01-18,2015-01-18,6,3,OUT,1.11,bucket3,,431490.99,372236.92,18701.9,511.69,40040.48,16782.71,23257.77,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
102,2015,2015-01-11,2015-01-11,6,2,OUT,1.11,bucket3,,397542.72,330411.24,18958.22,1135.18,47038.08,21309.61,25728.47,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
103,2015,2015-01-04,2015-01-04,6,1,OUT,1.0,bucket2,,435021.49,364302.39,23821.16,82.15,46815.79,16707.15,30108.64,0.0,conventional,Atlanta,Atlanta,Atlanta,Atlanta,False,
104,2015,2015-12-27,2015-12-27,6,4,MAT1,1.17,bucket4,,596819.4,40450.49,394104.02,17353.79,144911.1,142543.88,2367.22,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
105,2015,2015-12-20,2015-12-20,6,3,MAT1,1.11,bucket3,,642682.4,44741.37,434590.82,19112.14,144238.07,141751.91,2486.16,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
106,2015,2015-12-13,2015-12-13,6,2,MAT1,1.15,bucket3,,619509.33,44400.26,399851.59,24291.2,150966.28,149070.4,1895.88,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
107,2015,2015-12-06,2015-12-06,6,1,MAT1,1.04,bucket2,,649141.25,51129.29,453586.5,25760.49,118664.97,117112.77,1552.2,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
108,2015,2015-11-29,2015-11-29,6,5,MAT1,1.16,bucket3,,545800.05,41028.15,379156.09,20147.53,105468.28,103615.95,1852.33,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
109,2015,2015-11-22,2015-11-22,6,4,MAT1,1.12,bucket3,,572019.8,40867.8,386137.78,23343.49,121670.73,119007.61,2663.12,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
110,2015,2015-11-15,2015-11-15,6,3,MAT1,1.04,bucket2,,718330.48,47109.75,503470.08,37990.29,129760.36,125297.67,4462.69,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
111,2015,2015-11-08,2015-11-08,6,2,MAT1,1.05,bucket2,,830967.23,58579.27,576512.71,51035.04,144840.21,138777.63,6062.58,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
112,2015,2015-11-01,2015-11-01,6,1,MAT1,1.12,bucket3,,742220.67,51860.07,473819.14,58615.76,157925.7,152716.4,5209.3,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
113,2015,2015-10-25,2015-10-25,6,4,MAT1,1.19,bucket4,,656892.03,53766.25,397911.35,49085.74,156128.69,149987.55,6141.14,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
114,2015,2015-10-18,2015-10-18,6,3,MAT1,0.99,bucket2,,1005603.78,59121.55,745385.26,49171.33,151925.64,146421.02,5504.62,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
115,2015,2015-10-11,2015-10-11,6,2,MAT1,1.24,bucket4,,653560.14,34707.02,392008.6,58490.1,168354.42,163669.01,4685.41,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
116,2015,2015-10-04,2015-10-04,6,1,MAT1,1.28,bucket5,,657444.04,35342.34,407609.95,42257.73,172234.02,167494.61,4739.41,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
117,2015,2015-09-27,2015-09-27,6,4,MAT1,1.19,bucket4,,696281.81,34309.05,451061.03,59018.61,151893.12,146792.81,5100.31,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
118,2015,2015-09-20,2015-09-20,6,3,MAT1,1.17,bucket4,,709268.62,39619.87,450283.01,45336.12,174029.62,168889.78,5139.84,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
119,2015,2015-09-13,2015-09-13,6,2,MAT1,1.09,bucket3,,924993.61,55699.25,675524.33,42270.47,151499.56,145686.02,5813.54,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
120,2015,2015-09-06,2015-09-06,6,1,MAT1,1.18,bucket4,,823623.36,63903.73,522568.44,68180.35,168970.84,165696.58,3268.72,5.54,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
121,2015,2015-08-30,2015-08-30,6,5,MAT1,1.24,bucket4,,734721.29,48455.25,458207.46,42754.34,185304.24,181968.79,3158.9,176.55,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
122,2015,2015-08-23,2015-08-23,6,4,MAT1,1.16,bucket3,,783935.36,59242.02,499100.39,47216.18,178376.77,175047.15,3060.44,269.18,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
123,2015,2015-08-16,2015-08-16,6,3,MAT1,1.14,bucket3,,882754.72,86492.03,597184.73,43102.61,155975.35,153156.63,2796.82,21.9,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
124,2015,2015-08-09,2015-08-09,6,2,MAT1,1.16,bucket3,,821523.45,56362.75,557363.94,42933.87,164862.89,161564.81,3298.08,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
125,2015,2015-08-02,2015-08-02,6,1,MAT1,1.17,bucket4,,800603.23,53957.63,535167.1,44749.58,166728.92,163667.68,3061.24,0.0,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
126,2015,2015-07-26,2015-07-26,6,4,MAT1,1.2,bucket4,,772926.12,52746.41,496508.65,45010.81,178660.25,174774.8,3880.04,5.41,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
127,2015,2015-07-19,2015-07-19,6,3,MAT1,1.18,bucket4,,800194.34,52954.94,496206.47,50319.84,200713.09,196837.6,3862.02,13.47,conventional,BaltimoreWashington,Baltimore Washington,"Wachington, D.C.",Baltimore/Washington Area,False,
